_step,mean_eps_reward,run_name,seed,agent,opponent,pink_noise,total-steps,num-parallel-envs
10238,-16.697,northern-sweep-1,0,sac,strong,True,250000,8
10249,-16.697,northern-sweep-1,0,sac,strong,True,250000,8
10269,-16.767,northern-sweep-1,0,sac,strong,True,250000,8
10291,-16.786,northern-sweep-1,0,sac,strong,True,250000,8
10296,-16.786,northern-sweep-1,0,sac,strong,True,250000,8
10354,-16.733,northern-sweep-1,0,sac,strong,True,250000,8
10381,-16.733,northern-sweep-1,0,sac,strong,True,250000,8
10454,-16.795,northern-sweep-1,0,sac,strong,True,250000,8
10470,-16.795,northern-sweep-1,0,sac,strong,True,250000,8
10525,-16.73,northern-sweep-1,0,sac,strong,True,250000,8
10565,-16.737,northern-sweep-1,0,sac,strong,True,250000,8
10607,-16.784,northern-sweep-1,0,sac,strong,True,250000,8
10663,-16.766,northern-sweep-1,0,sac,strong,True,250000,8
10698,-16.759,northern-sweep-1,0,sac,strong,True,250000,8
10731,-16.79,northern-sweep-1,0,sac,strong,True,250000,8
10774,-16.785,northern-sweep-1,0,sac,strong,True,250000,8
10780,-16.785,northern-sweep-1,0,sac,strong,True,250000,8
10786,-16.785,northern-sweep-1,0,sac,strong,True,250000,8
10808,-16.775,northern-sweep-1,0,sac,strong,True,250000,8
10897,-16.784,northern-sweep-1,0,sac,strong,True,250000,8
10932,-16.795,northern-sweep-1,0,sac,strong,True,250000,8
